,r_fighter,b_fighter,r_odds,b_odds,date_x,location,country,winner_x,title_bout,weight_class,gender,winner_resolved,location_resolved,r_reach,r_height,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date_y,winner_y,reach_win,height_win
1550,johnny eduardo,manvel gamburyan,-140,120,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", brazil,Red,FALSE,Bantamweight,male,,"sao paulo, sao paulo",71,5'7,67,5'5,ko/tko,2,3 rnd (5-5-5),00:05:46,keith peterson,2016-11-19,johnny eduardo,True,True
1551,pedro munhoz,justin scoggins,135,-155,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", brazil,Red,FALSE,Bantamweight,male,,"sao paulo, sao paulo",65,5'6,66,5'7,submission,2,3 rnd (5-5-5),00:06:55,keith peterson,2016-11-19,pedro munhoz,False,False
1552,francimar barroso,darren stewart,-155,135,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", brazil,Draw,FALSE,Light Heavyweight,male,,"sao paulo, sao paulo",75,6'1,74,6'0,overturned,1,3 rnd (5-5-5),00:01:34,keith peterson,2016-11-19,ryan bader,False,False
1553,gegard mousasi,uriah hall,-560,430,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Red,FALSE,Middleweight,male,,"belfast, northern ireland",76,6'2,79,6'0,ko/tko,1,5 rnd (5-5-5-5-5),00:04:37,keith peterson,2016-11-19,gegard mousasi,False,True
1554,gegard mousasi,uriah hall,-560,430,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Red,FALSE,Middleweight,male,,"belfast, northern ireland",76,6'2,79,6'0,ko/tko,2,3 rnd (5-5-5),00:05:25,keith peterson,2015-09-26,uriah hall,True,False
1555,gegard mousasi,uriah hall,-400,325,2015-09-26,"Saitama, Japan", japan,Blue,FALSE,Middleweight,male,,saitama,76,6'2,79,6'0,ko/tko,1,5 rnd (5-5-5-5-5),00:04:37,keith peterson,2016-11-19,gegard mousasi,False,True
1556,gegard mousasi,uriah hall,-400,325,2015-09-26,"Saitama, Japan", japan,Blue,FALSE,Middleweight,male,,saitama,76,6'2,79,6'0,ko/tko,2,3 rnd (5-5-5),00:05:25,keith peterson,2015-09-26,uriah hall,True,False
1557,ross pearson,stevie ray,-105,-115,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Blue,FALSE,Lightweight,male,,"belfast, northern ireland",69,5'8,70,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-19,stevie ray,True,True
1558,artem lobov,teruto ishihara,220,-260,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Red,FALSE,Featherweight,male,,"belfast, northern ireland",65,5'9,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-19,artem lobov,False,True
1559,magnus cedenblad,jack marshman,-250,210,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Blue,FALSE,Middleweight,male,,"belfast, northern ireland",79,6'5,73,6'0,ko/tko,2,3 rnd (5-5-5),00:08:40,keith peterson,2016-11-19,jack marshman,False,False
1560,kyoji horiguchi,ali bagautinov,-200,170,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Red,FALSE,Flyweight,male,,"belfast, northern ireland",66,5'5,65,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-19,kyoji horiguchi,True,True
1561,kevin lee,magomed mustafaev,-145,125,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Red,FALSE,Lightweight,male,,"belfast, northern ireland",77,5'9,71,5'8,submission,2,3 rnd (5-5-5),00:09:31,keith peterson,2016-11-19,kevin lee,True,True
1562,justin ledet,mark godbeer,-140,130,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Red,FALSE,Heavyweight,male,,"belfast, northern ireland",80,6'4,77,6'4,submission,1,3 rnd (5-5-5),00:02:16,keith peterson,2016-11-19,justin ledet,True,True
1563,zak cummings,alexander yakovlev,-170,150,2016-11-19,"Belfast, Northern Ireland, United Kingdom", united kingdom,Red,FALSE,Welterweight,male,,"belfast, northern ireland",75,6'0,74,6'3,submission,2,3 rnd (5-5-5),00:09:02,keith peterson,2016-11-19,zak cummings,True,False
1564,eddie alvarez,conor mcgregor,140,-160,2016-11-12,"New York City, New York, USA", usa,Blue,TRUE,Lightweight,male,,"new york city, new york",69,5'9,74,5'9,ko/tko,2,5 rnd (5-5-5-5-5),00:08:04,keith peterson,2016-11-12,conor mcgregor,True,False
1565,joanna jedrzejczyk,karolina kowalkiewicz,-400,325,2016-11-12,"New York City, New York, USA", usa,Red,TRUE,Women's Strawweight,female,,"new york city, new york",65,5'6,64,5'3,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2016-11-12,joanna jedrzejczyk,True,True
1566,chris weidman,yoel romero,-220,180,2016-11-12,"New York City, New York, USA", usa,Blue,FALSE,Middleweight,male,,"new york city, new york",78,6'2,73,6'0,ko/tko,3,3 rnd (5-5-5),00:10:24,keith peterson,2016-11-12,yoel romero,False,False
1567,miesha tate,raquel pennington,-140,120,2016-11-12,"New York City, New York, USA", usa,Blue,FALSE,Women's Bantamweight,female,,"new york city, new york",66,5'6,67,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-12,raquel pennington,True,True
1568,frankie edgar,jeremy stephens,-325,265,2016-11-12,"New York City, New York, USA", usa,Red,FALSE,Featherweight,male,,"new york city, new york",68,5'6,71,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-12,frankie edgar,False,False
1569,khabib nurmagomedov,michael johnson,-345,285,2016-11-12,"New York City, New York, USA", usa,Red,FALSE,Lightweight,male,,"new york city, new york",70,5'10,73,5'10,submission,3,3 rnd (5-5-5),00:12:31,keith peterson,2016-11-12,khabib nurmagomedov,False,True
1570,rafael natal,tim boetsch,-145,125,2016-11-12,"New York City, New York, USA", usa,Blue,FALSE,Middleweight,male,,"new york city, new york",77,6'0,74,6'0,ko/tko,1,3 rnd (5-5-5),00:03:22,keith peterson,2016-11-12,tim boetsch,False,False
1571,vicente luque,belal muhammad,-125,105,2016-11-12,"New York City, New York, USA", usa,Red,FALSE,Welterweight,male,,"new york city, new york",75,5'11,72,5'11,ko/tko,1,3 rnd (5-5-5),00:01:19,keith peterson,2016-11-12,vicente luque,True,True
1572,jim miller,thiago alves,135,-155,2016-11-12,"New York City, New York, USA", usa,Red,FALSE,Catch Weight,male,,"new york city, new york",71,5'8,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-12,jim miller,True,False
1573,liz carmouche,katlyn chookagian,145,-165,2016-11-12,"New York City, New York, USA", usa,Red,FALSE,Women's Bantamweight,female,,"new york city, new york",66,5'6,68,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-12,liz carmouche,False,False
1574,rafael dos anjos,tony ferguson,-140,120,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Blue,FALSE,Lightweight,male,,"mexico city, distrito federal",70,5'8,76,5'11,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2016-11-05,tony ferguson,True,True
1575,diego sanchez,marcin held,250,-300,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Red,FALSE,Lightweight,male,,"mexico city, distrito federal",72,5'10,71,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-05,diego sanchez,True,True
1576,ricardo lamas,charles oliveira,-110,-110,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Red,FALSE,Featherweight,male,,"mexico city, distrito federal",71,5'8,74,5'10,submission,2,3 rnd (5-5-5),00:07:13,keith peterson,2016-11-05,ricardo lamas,False,False
1577,martin bravo,claudio puelles,-105,-115,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Red,TRUE,Lightweight,male,,"mexico city, distrito federal",71,5'8,72,5'11,ko/tko,2,3 rnd + ot (5-5-5-5),00:06:55,keith peterson,2016-11-05,martin bravo,False,False
1578,beneil dariush,rashid magomedov,-115,-105,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Red,FALSE,Lightweight,male,,"mexico city, distrito federal",72,5'10,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-05,beneil dariush,True,True
1579,erik perez,felipe arantes,-240,200,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Red,FALSE,Bantamweight,male,,"mexico city, distrito federal",68,5'8,73,5'8,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-05,erik perez,False,True
1580,marco beltran,joe soto,-135,115,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Blue,FALSE,Catch Weight,male,,"mexico city, distrito federal",69,5'8,65,5'6,submission,1,3 rnd (5-5-5),00:01:37,keith peterson,2016-11-05,joe soto,False,False
1581,erick montano,max griffin,125,-135,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Blue,FALSE,Welterweight,male,,"mexico city, distrito federal",73,6'0,76,5'11,ko/tko,1,3 rnd (5-5-5),00:00:54,keith peterson,2016-11-05,max griffin,True,True
1582,henry briones,douglas silva de andrade,-105,-115,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Blue,FALSE,Bantamweight,male,,"mexico city, distrito federal",69,5'8,68,5'7,ko/tko,3,3 rnd (5-5-5),00:12:33,keith peterson,2016-11-05,douglas silva de andrade,False,False
1583,sam alvey,alex nicholson,-165,145,2016-11-05,"Mexico City, Distrito Federal, Mexico", mexico,Red,FALSE,Middleweight,male,,"mexico city, distrito federal",75,6'2,77,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-11-05,sam alvey,False,False
1584,michael bisping,dan henderson,-260,220,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Red,TRUE,Middleweight,male,,"manchester, england",75,6'1,74,5'11,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2016-10-08,michael bisping,True,True
1585,vitor belfort,gegard mousasi,300,-360,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Blue,FALSE,Middleweight,male,,"manchester, england",74,6'0,76,6'2,ko/tko,2,3 rnd (5-5-5),00:07:43,keith peterson,2016-10-08,gegard mousasi,True,True
1586,ovince saint preux,jimi manuwa,-145,125,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Blue,FALSE,Light Heavyweight,male,,"manchester, england",80,6'3,79,6'1,ko/tko,2,3 rnd (5-5-5),00:07:38,keith peterson,2016-10-08,jimi manuwa,False,False
1587,stefan struve,daniel omielanczuk,-190,165,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Red,FALSE,Heavyweight,male,,"manchester, england",84,6'11,74,6'0,submission,2,3 rnd (5-5-5),00:06:41,keith peterson,2016-10-08,stefan struve,True,True
1588,mirsad bektic,russell doane,-580,440,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Red,FALSE,Featherweight,male,,"manchester, england",70,5'8,70,5'7,submission,1,3 rnd (5-5-5),00:04:22,keith peterson,2016-10-08,mirsad bektic,True,True
1589,brad pickett,iuri alcantara,130,-150,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Blue,FALSE,Bantamweight,male,,"manchester, england",68,5'6,71,5'9,submission,1,3 rnd (5-5-5),00:01:59,keith peterson,2016-10-08,iuri alcantara,True,True
1590,davey grant,damian stasiak,-190,165,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Blue,FALSE,Bantamweight,male,,"manchester, england",69,5'8,70,5'5,submission,3,3 rnd (5-5-5),00:12:56,keith peterson,2016-10-08,damian stasiak,True,False
1591,leon edwards,albert tumenov,150,-170,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Red,FALSE,Welterweight,male,,"manchester, england",74,6'2,73,5'11,submission,3,3 rnd (5-5-5),00:13:01,keith peterson,2016-10-08,leon edwards,True,True
1592,lukasz sajewski,marc diakiese,245,-290,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Blue,FALSE,Lightweight,male,,"manchester, england",71,5'8,73,5'10,ko/tko,2,3 rnd (5-5-5),00:09:40,keith peterson,2016-10-08,marc diakiese,True,True
1593,danny roberts,mike perry,110,-130,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Blue,FALSE,Welterweight,male,,"manchester, england",74,6'1,71,5'10,ko/tko,3,3 rnd (5-5-5),00:14:40,keith peterson,2016-10-08,mike perry,False,False
1594,leonardo santos,adriano martins,175,-210,2016-10-08,"Manchester, England, United Kingdom", united kingdom,Red,FALSE,Lightweight,male,,"manchester, england",75,6'0,72,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-10-08,leonardo santos,True,True
1595,john lineker,john dodson,105,-125,2016-10-01,"Portland, Oregon, USA", usa,Red,FALSE,Bantamweight,male,,"portland, oregon",67,5'3,66,5'3,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2016-10-01,john lineker,True,True
1596,will brooks,alex oliveira,-320,260,2016-10-01,"Portland, Oregon, USA", usa,Blue,FALSE,Lightweight,male,,"portland, oregon",72,5'10,76,5'11,ko/tko,3,3 rnd (5-5-5),00:13:30,keith peterson,2016-10-01,alex oliveira,True,True
1597,joshua burkman,zak ottow,-260,220,2016-10-01,"Portland, Oregon, USA", usa,Blue,FALSE,Welterweight,male,,"portland, oregon",72,5'10,72,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-10-01,zak ottow,False,True
1598,louis smolka,brandon moreno,-525,450,2016-10-01,"Portland, Oregon, USA", usa,Blue,FALSE,Flyweight,male,,"portland, oregon",68,5'9,70,5'7,submission,1,3 rnd (5-5-5),00:02:23,keith peterson,2016-10-01,brandon moreno,True,False
1599,henrique da silva,joachim christensen,-135,115,2016-10-01,"Portland, Oregon, USA", usa,Red,FALSE,Light Heavyweight,male,,"portland, oregon",76,6'3,76,6'3,submission,2,3 rnd (5-5-5),00:09:43,keith peterson,2016-10-01,henrique da silva,True,True
1600,hacran dias,andre fili,-150,130,2016-10-01,"Portland, Oregon, USA", usa,Blue,FALSE,Featherweight,male,,"portland, oregon",69,5'8,74,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-10-01,andre fili,True,True
1601,shamil abdurakhimov,walt harris,-145,125,2016-10-01,"Portland, Oregon, USA", usa,Red,FALSE,Heavyweight,male,,"portland, oregon",76,6'3,77,6'5,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-10-01,shamil abdurakhimov,False,False
1602,keita nakamura,elizeu zaleski dos santos,-125,105,2016-10-01,"Portland, Oregon, USA", usa,Blue,FALSE,Welterweight,male,,"portland, oregon",73,5'11,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-10-01,elizeu zaleski dos santos,False,False
1603,nate marquardt,tamdan mccrory,140,-160,2016-10-01,"Portland, Oregon, USA", usa,Red,FALSE,Middleweight,male,,"portland, oregon",74,6'0,76,6'4,ko/tko,2,3 rnd (5-5-5),00:09:44,keith peterson,2016-10-01,nate marquardt,False,False
1604,jonathan wilson,ion cutelaba,100,-120,2016-10-01,"Portland, Oregon, USA", usa,Blue,FALSE,Light Heavyweight,male,,"portland, oregon",75,6'2,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-10-01,ion cutelaba,False,False
1605,renan barao,phillipe nover,-640,470,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Featherweight,male,,"brasilia, distrito federal",70,5'6,72,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-24,renan barao,False,False
1606,roy nelson,antonio silva,-420,335,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Heavyweight,male,,"brasilia, distrito federal",73,6'0,82,6'4,ko/tko,2,3 rnd (5-5-5),00:09:10,keith peterson,2016-09-24,roy nelson,False,False
1607,francisco trinaldo,paul felder,-155,135,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Lightweight,male,,"brasilia, distrito federal",70,5'9,70,5'11,tko - doctor's stoppage,3,3 rnd (5-5-5),00:12:25,keith peterson,2016-09-24,francisco trinaldo,True,False
1608,thiago santos,eric spicely,-800,550,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Blue,FALSE,Middleweight,male,,"brasilia, distrito federal",76,6'2,73,6'1,submission,1,3 rnd (5-5-5),00:02:58,keith peterson,2016-09-24,eric spicely,False,False
1609,godofredo pepey,mike de la torre,-110,-110,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Featherweight,male,,"brasilia, distrito federal",73,5'7,71,5'11,submission,1,3 rnd (5-5-5),00:03:03,keith peterson,2016-09-24,godofredo pepey,True,False
1610,gilbert burns,michel prazeres,-245,205,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Blue,FALSE,Lightweight,male,,"brasilia, distrito federal",71,5'10,67,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-24,michel prazeres,False,False
1611,rani yahya,michinori tanaka,-105,-115,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Bantamweight,male,,"brasilia, distrito federal",67,5'6,67,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-24,rani yahya,True,True
1612,jussier formiga,dustin ortiz,-210,175,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Flyweight,male,,"brasilia, distrito federal",67,5'5,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-24,jussier formiga,True,True
1613,erick silva,luan chagas,130,-150,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Welterweight,male,,"brasilia, distrito federal",74,6'0,75,6'0,submission,3,3 rnd (5-5-5),00:13:57,keith peterson,2016-09-24,erick silva,False,True
1614,alan patrick,stevie ray,145,-165,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Lightweight,male,,"brasilia, distrito federal",74,5'11,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-24,alan patrick,True,True
1615,vicente luque,hector urbina,-580,440,2016-09-24,"Brasilia, Distrito Federal, Brazil", brazil,Red,FALSE,Welterweight,male,,"brasilia, distrito federal",75,5'11,73,5'11,ko/tko,1,3 rnd (5-5-5),00:01:00,keith peterson,2016-09-24,vicente luque,True,True
1616,dustin poirier,michael johnson,-165,145,2016-09-17,"Hidalgo, Texas, USA", usa,Blue,FALSE,Lightweight,male,,"hidalgo, texas",72,5'9,73,5'10,ko/tko,1,5 rnd (5-5-5-5-5),00:01:35,keith peterson,2016-09-17,michael johnson,True,True
1617,uriah hall,derek brunson,160,-185,2016-09-17,"Hidalgo, Texas, USA", usa,Blue,FALSE,Middleweight,male,,"hidalgo, texas",79,6'0,77,6'1,ko/tko,1,3 rnd (5-5-5),00:01:41,keith peterson,2016-09-17,derek brunson,False,True
1618,evan dunham,rick glenn,-340,280,2016-09-17,"Hidalgo, Texas, USA", usa,Red,FALSE,Lightweight,male,,"hidalgo, texas",70,5'10,70,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-17,evan dunham,True,True
1619,roan carneiro,kenny robertson,100,-120,2016-09-17,"Hidalgo, Texas, USA", usa,Red,FALSE,Welterweight,male,,"hidalgo, texas",76,5'11,74,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-17,roan carneiro,True,True
1620,chris wade,islam makhachev,115,-135,2016-09-17,"Hidalgo, Texas, USA", usa,Blue,FALSE,Lightweight,male,,"hidalgo, texas",70,5'10,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-17,islam makhachev,False,False
1621,chas skelly,maximo blanco,-150,130,2016-09-17,"Hidalgo, Texas, USA", usa,Red,FALSE,Featherweight,male,,"hidalgo, texas",72,5'11,71,5'8,submission,1,3 rnd (5-5-5),00:00:19,keith peterson,2016-09-17,chas skelly,True,True
1622,gabriel benitez,sam sicilia,100,-120,2016-09-17,"Hidalgo, Texas, USA", usa,Red,FALSE,Featherweight,male,,"hidalgo, texas",71,5'8,67,5'8,submission,2,3 rnd (5-5-5),00:06:20,keith peterson,2016-09-17,gabriel benitez,True,True
1623,augusto montano,belal muhammad,375,-470,2016-09-17,"Hidalgo, Texas, USA", usa,Blue,FALSE,Welterweight,male,,"hidalgo, texas",73,6'1,72,5'11,ko/tko,3,3 rnd (5-5-5),00:14:19,keith peterson,2016-09-17,belal muhammad,False,False
1624,jose quinonez,joey gomez,125,-145,2016-09-17,"Hidalgo, Texas, USA", usa,Red,FALSE,Bantamweight,male,,"hidalgo, texas",69,5'8,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-17,jose quinonez,False,False
1625,erick montano,randy brown,425,-550,2016-09-17,"Hidalgo, Texas, USA", usa,Blue,FALSE,Welterweight,male,,"hidalgo, texas",73,6'0,78,6'3,submission,3,3 rnd (5-5-5),00:10:18,keith peterson,2016-09-17,randy brown,True,True
1626,alejandro perez,albert morales,-110,-110,2016-09-17,"Hidalgo, Texas, USA", usa,Draw,FALSE,Bantamweight,male,,"hidalgo, texas",67,5'6,72,5'9,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-17,antonio carlos junior,False,False
1627,stipe miocic,alistair overeem,-145,125,2016-09-10,"Cleveland, Ohio, USA", usa,Red,TRUE,Heavyweight,male,,"cleveland, ohio",80,6'4,80,6'4,ko/tko,1,5 rnd (5-5-5-5-5),00:04:27,keith peterson,2016-09-10,stipe miocic,True,True
1628,fabricio werdum,travis browne,-265,225,2016-09-10,"Cleveland, Ohio, USA", usa,Red,FALSE,Heavyweight,male,,"cleveland, ohio",77,6'4,79,6'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-10,fabricio werdum,False,False
1629,fabricio werdum,travis browne,-265,225,2016-09-10,"Cleveland, Ohio, USA", usa,Red,FALSE,Heavyweight,male,,"cleveland, ohio",77,6'4,79,6'6,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2014-04-19,fabricio werdum,False,False
1630,fabricio werdum,travis browne,200,-220,2014-04-19,"Orlando, Florida, USA", usa,Red,FALSE,Heavyweight,male,,"orlando, florida",77,6'4,79,6'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2016-09-10,fabricio werdum,False,False
