,r_fighter,r_reach,r_height,b_fighter,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date,winner,reach_win,height_win
1311,mark de la rosa,65,5'6,elias garcia,67,5'5,submission,2,3 rnd (5-5-5),00:07:00,keith peterson,2018-07-14,mark de la rosa,False,True
1312,justin scoggins,66,5'7,said nurmagomedov,70,5'8,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-14,said nurmagomedov,True,True
1313,jessica aguilar,63,5'3,jodie esquibel,64,5'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-14,jessica aguilar,False,True
1314,liz carmouche,66,5'6,jennifer maia,64,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-14,liz carmouche,True,True
1315,stipe miocic,80,6'4,daniel cormier,72,5'11,ko/tko,1,5 rnd (5-5-5-5-5),00:04:33,keith peterson,2018-07-07,daniel cormier,False,False
1316,raphael assuncao,66,5'5,rob font,71,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-07,raphael assuncao,False,False
1317,lando vannata,71,5'9,drakkar klose,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-07,drakkar klose,False,False
1318,gokhan saki,73,6'0,khalil rountree jr.,76,6'1,ko/tko,1,3 rnd (5-5-5),00:01:36,keith peterson,2018-07-07,khalil rountree jr.,True,True
1319,uriah hall,79,6'0,paulo costa,72,6'1,ko/tko,2,3 rnd (5-5-5),00:07:38,keith peterson,2018-07-07,paulo costa,False,True
1320,francis ngannou,83,6'4,derrick lewis,79,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-07,derrick lewis,False,False
1321,paul felder,70,5'11,mike perry,71,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-07,mike perry,True,False
1322,michael chiesa,75,6'1,anthony pettis,72,5'10,submission,2,3 rnd (5-5-5),00:05:52,keith peterson,2018-07-07,anthony pettis,False,False
1323,dan hooker,75,6'0,gilbert burns,71,5'10,ko/tko,1,3 rnd (5-5-5),00:02:28,keith peterson,2018-07-07,dan hooker,True,True
1324,curtis millender,76,6'2,max griffin,76,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-07,curtis millender,True,True
1325,jamie moyle,65,5'1,emily whitmire,63,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-07,emily whitmire,False,True
1326,michael trizano,71,5'11,joe giannetti,74,6'0,decision - split,3,3 rnd + ot (5-5-5-5),00:15:00,keith peterson,2018-07-06,michael trizano,False,True
1327,brad tavares,74,6'1,israel adesanya,80,6'4,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2018-07-06,israel adesanya,True,True
1328,luis pena,75,6'3,richie smullen,68,5'9,submission,1,3 rnd (5-5-5),00:03:32,keith peterson,2018-07-06,luis pena,True,True
1329,alessio di chirico,74,6'0,julian marquez,72,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-06,alessio di chirico,True,False
1330,montana de la rosa,68,5'7,rachael ostovich,62,5'3,submission,3,3 rnd (5-5-5),00:14:21,keith peterson,2018-07-06,montana de la rosa,True,True
1331,roxanne modafferi,69,5'7,barb honchak,65,5'4,ko/tko,2,3 rnd (5-5-5),00:08:32,keith peterson,2018-07-06,roxanne modafferi,True,True
1332,alex caceres,73,5'10,martin bravo,71,5'8,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-06,alex caceres,True,True
1333,john gunther,72,5'9,allan zuniga,70,5'7,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-06,john gunther,True,True
1334,matt bessette,70,5'10,steven peterson,70,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-06,steven peterson,False,False
1335,tyler diamond,69,5'7,bryce mitchell,70,5'10,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-07-06,bryce mitchell,True,True
1336,gerald meerschaert,77,6'1,oskar piechota,76,6'0,submission,2,3 rnd (5-5-5),00:09:55,keith peterson,2018-07-06,gerald meerschaert,True,True
1337,song kenan,71,6'0,hector aldana,72,5'11,ko/tko,2,3 rnd (5-5-5),00:09:45,keith peterson,2018-06-23,song kenan,False,False
1338,ovince saint preux,80,6'3,tyson pedro,79,6'3,submission,1,3 rnd (5-5-5),00:02:54,keith peterson,2018-06-23,ovince saint preux,True,True
1339,li jingliang,71,6'0,daichi abe,71,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-23,li jingliang,True,False
1340,teruto ishihara,69,5'7,petr yan,67,5'7,ko/tko,1,3 rnd (5-5-5),00:03:28,keith peterson,2018-06-23,petr yan,False,False
1341,donald cerrone,73,6'1,leon edwards,74,6'2,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2018-06-23,leon edwards,True,True
1342,jessica-rose clark,64,5'5,jessica eye,66,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-23,jessica eye,True,True
1343,felipe arantes,73,5'8,song yadong,67,5'8,ko/tko,2,3 rnd (5-5-5),00:09:59,keith peterson,2018-06-23,song yadong,False,False
1344,rolando dy,69,5'8,shane young,72,5'8,ko/tko,2,3 rnd (5-5-5),00:09:40,keith peterson,2018-06-23,shane young,True,False
1345,shinsho anzai,70,5'7,jake matthews,73,5'11,submission,1,3 rnd (5-5-5),00:02:44,keith peterson,2018-06-23,jake matthews,True,True
1346,viviane pereira,63,5'1,yan xiaonan,63,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-23,yan xiaonan,False,True
1347,jenel lausa,68,5'5,yuta sasaki,71,5'10,submission,2,3 rnd (5-5-5),00:09:04,keith peterson,2018-06-23,yuta sasaki,True,True
1348,matt schnell,70,5'8,naoki inoue,71,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-23,matt schnell,False,False
1349,ji yeon kim,72,5'7,melinda fabian,66,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-23,ji yeon kim,True,True
1350,claudia gadelha,63,5'4,carla esparza,63,5'1,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-09,claudia gadelha,True,True
1351,andrei arlovski,77,6'3,tai tuivasa,75,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-09,tai tuivasa,False,False
1352,ricardo lamas,71,5'8,mirsad bektic,70,5'8,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-09,mirsad bektic,False,False
1353,rafael dos anjos,70,5'8,colby covington,72,5'11,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2018-06-09,colby covington,True,True
1354,alistair overeem,80,6'4,curtis blaydes,80,6'4,ko/tko,3,3 rnd (5-5-5),00:12:56,keith peterson,2018-06-09,curtis blaydes,False,False
1355,robert whittaker,73,6'0,yoel romero,73,6'0,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2018-06-09,robert whittaker,True,True
1356,holly holm,69,5'8,megan anderson,72,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-09,holly holm,False,False
1357,rashad coulter,76,5'11,chris de la rocha,80,6'3,ko/tko,2,3 rnd (5-5-5),00:08:53,keith peterson,2018-06-09,chris de la rocha,True,True
1358,rashad evans,75,6'0,anthony smith,76,6'4,ko/tko,1,3 rnd (5-5-5),00:00:53,keith peterson,2018-06-09,anthony smith,True,True
1359,mike santiago,69,5'10,dan ige,71,5'7,ko/tko,1,3 rnd (5-5-5),00:00:50,keith peterson,2018-06-09,dan ige,True,False
1360,clay guida,70,5'7,charles oliveira,74,5'10,submission,1,3 rnd (5-5-5),00:02:18,keith peterson,2018-06-09,charles oliveira,True,True
1361,joseph benavidez,65,5'4,sergio pettis,69,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-09,sergio pettis,True,True
1362,jake ellenberger,71,5'9,ben saunders,77,6'2,ko/tko,1,3 rnd (5-5-5),00:01:56,keith peterson,2018-06-01,ben saunders,True,True
1363,jimmie rivera,68,5'4,marlon moraes,67,5'6,ko/tko,1,5 rnd (5-5-5-5-5),00:00:33,keith peterson,2018-06-01,marlon moraes,False,True
1364,nik lentz,68,5'8,david teymur,73,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-01,david teymur,True,True
1365,sijara eubanks,67,5'4,lauren murphy,67,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-01,sijara eubanks,True,False
1366,gian villante,76,6'3,sam alvey,75,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-06-01,sam alvey,False,False
